# From state ; class name or eot ; to state
START ; CM ; CM
CLmEastAsian ; LF ; LF
CLmEastAsian ; BK|NL ; LF
CLmEastAsian ; CR ; CR
CLmEastAsian ; SP ; CP SP
CLmEastAsian ; EXmEastAsian ; EXmEastAsian
CLmEastAsian ; QUmPimPf ; QUmPimPf
CLmEastAsian ; CP ; CP
CLmEastAsian ; IS ; IS
CLmEastAsian ; HY ; CM HY
CLmEastAsian ; SY ; SY
CLmEastAsian ; CLmEastAsian ; CLmEastAsian
CLmEastAsian ; GLmEastAsian ; GLmEastAsian
CLmEastAsian ; QU_Pi ; QUmPimPf
CLmEastAsian ; QU_Pf ; BAmEastAsian QU_Pf
CLmEastAsian ; HH ; BAmEastAsian
CLmEastAsian ; NSmEastAsian ; EXmEastAsian
CLmEastAsian ; ZW ; ZW
CLmEastAsian ; ZWJ ; CLmEastAsian ZWJ
CLmEastAsian ; INmEastAsian ; EXmEastAsian
CLmEastAsian ; WJ ; WJ
CLmEastAsian ; CL_EastAsian ; CL_EastAsian
CLmEastAsian ; BA_EastAsian ; BA_EastAsian
CLmEastAsian ; NS_EastAsian|CJ ; CJ
CLmEastAsian ; EX_EastAsian ; CJ
CLmEastAsian ; IN_EastAsian ; CJ
CLmEastAsian ; GL_EastAsian ; GL_EastAsian
CLmEastAsian ; SA_Mn|SA_Mc ; CLmEastAsian CM
GLmEastAsian ; CM ; GLmEastAsian CM
GLmEastAsian ; BAmEastAsian ; BAmEastAsian
GLmEastAsian ; LF ; LF
GLmEastAsian ; BK|NL ; LF
GLmEastAsian ; CR ; CR
GLmEastAsian ; SP ; SP
GLmEastAsian ; EXmEastAsian ; EXmEastAsian
GLmEastAsian ; QUmPimPf ; QUmPimPf
GLmEastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
GLmEastAsian ; PRmEastAsian ; PRmEastAsian
GLmEastAsian ; POmEastAsian ; POmEastAsian
GLmEastAsian ; OPmEastAsian ; OPmEastAsian
GLmEastAsian ; CP ; CP
GLmEastAsian ; IS ; IS
GLmEastAsian ; HY ; GLmEastAsian HY
GLmEastAsian ; SY ; SY
GLmEastAsian ; NU ; NU
GLmEastAsian ; CLmEastAsian ; CLmEastAsian
GLmEastAsian ; GLmEastAsian ; GLmEastAsian
GLmEastAsian ; QU_Pi ; QUmPimPf QU_Pi
GLmEastAsian ; BB ; BB
GLmEastAsian ; QU_Pf ; BAmEastAsian QU_Pf
GLmEastAsian ; HH ; GLmEastAsian HH
GLmEastAsian ; HL ; HL
GLmEastAsian ; JL ; JL
GLmEastAsian ; JV ; JV
GLmEastAsian ; JT ; JT
GLmEastAsian ; NSmEastAsian ; EXmEastAsian
GLmEastAsian ; AK ; AK
GLmEastAsian ; VI ; EXmEastAsian
GLmEastAsian ; AS ; AK
GLmEastAsian ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
GLmEastAsian ; VF ; EXmEastAsian
GLmEastAsian ; ZW ; ZW
GLmEastAsian ; ZWJ ; GLmEastAsian CM
GLmEastAsian ; B2 ; B2
GLmEastAsian ; INmEastAsian ; EXmEastAsian
GLmEastAsian ; WJ ; WJ
GLmEastAsian ; PR_EastAsian ; PR_EastAsian
GLmEastAsian ; ID_EastAsian ; ID_EastAsian
GLmEastAsian ; OP_EastAsian ; OP_EastAsian
GLmEastAsian ; CL_EastAsian ; CL_EastAsian
GLmEastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
GLmEastAsian ; AL_DottedCircle ; AL_DottedCircle
GLmEastAsian ; EBmEastAsian ; EBmEastAsian
GLmEastAsian ; EB_EastAsian ; EB_EastAsian
GLmEastAsian ; BA_EastAsian ; BA_EastAsian
GLmEastAsian ; NS_EastAsian|CJ ; CJ
GLmEastAsian ; H2 ; H2
GLmEastAsian ; H3 ; H3
GLmEastAsian ; EX_EastAsian ; CJ
GLmEastAsian ; IN_EastAsian ; CJ
GLmEastAsian ; PO_EastAsian ; PO_EastAsian
GLmEastAsian ; CB ; CB
GLmEastAsian ; AP ; AP
GLmEastAsian ; GL_EastAsian ; GL_EastAsian
GLmEastAsian ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
GLmEastAsian ; RI ; RI
GLmEastAsian ; EM ; ID_EastAsian
GLmEastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
GLmEastAsian ; SAmMnmMc ; ALmEastAsianmDottedCircle
GLmEastAsian ; SA_Mn|SA_Mc ; GLmEastAsian CM
QU_Pi ; CM ; QU_Pi CM
QU_Pi ; BAmEastAsian ; BAmEastAsian
QU_Pi ; LF ; LF
QU_Pi ; BK|NL ; LF
QU_Pi ; CR ; CR
QU_Pi ; SP ; QU_Pi SP
QU_Pi ; EXmEastAsian ; EXmEastAsian
QU_Pi ; QUmPimPf ; QUmPimPf
QU_Pi ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
QU_Pi ; PRmEastAsian ; PRmEastAsian
QU_Pi ; POmEastAsian ; POmEastAsian
QU_Pi ; OPmEastAsian ; OPmEastAsian
QU_Pi ; CP ; CP
QU_Pi ; IS ; IS
QU_Pi ; HY ; CM HY
QU_Pi ; SY ; SY
QU_Pi ; NU ; NU
QU_Pi ; CLmEastAsian ; CLmEastAsian
QU_Pi ; GLmEastAsian ; GLmEastAsian
QU_Pi ; QU_Pi ; QU_Pi QU_Pi
QU_Pi ; BB ; BB
QU_Pi ; QU_Pf ; BAmEastAsian QU_Pf
QU_Pi ; HH ; BAmEastAsian
QU_Pi ; HL ; HL
QU_Pi ; JL ; JL
QU_Pi ; JV ; JV
QU_Pi ; JT ; JT
QU_Pi ; NSmEastAsian ; EXmEastAsian
QU_Pi ; AK ; AK
QU_Pi ; VI ; EXmEastAsian
QU_Pi ; AS ; AK
QU_Pi ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
QU_Pi ; VF ; EXmEastAsian
QU_Pi ; ZW ; ZW
QU_Pi ; ZWJ ; QU_Pi CM
QU_Pi ; B2 ; B2
QU_Pi ; INmEastAsian ; EXmEastAsian
QU_Pi ; WJ ; WJ
QU_Pi ; PR_EastAsian ; PR_EastAsian
QU_Pi ; ID_EastAsian ; ID_EastAsian
QU_Pi ; OP_EastAsian ; OP_EastAsian
QU_Pi ; CL_EastAsian ; CL_EastAsian
QU_Pi ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
QU_Pi ; AL_DottedCircle ; AL_DottedCircle
QU_Pi ; EBmEastAsian ; EBmEastAsian
QU_Pi ; EB_EastAsian ; EB_EastAsian
QU_Pi ; BA_EastAsian ; BA_EastAsian
QU_Pi ; NS_EastAsian|CJ ; CJ
QU_Pi ; H2 ; H2
QU_Pi ; H3 ; H3
QU_Pi ; EX_EastAsian ; CJ
QU_Pi ; IN_EastAsian ; CJ
QU_Pi ; PO_EastAsian ; PO_EastAsian
QU_Pi ; CB ; CB
QU_Pi ; AP ; AP
QU_Pi ; GL_EastAsian ; GL_EastAsian
QU_Pi ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
QU_Pi ; RI ; RI
QU_Pi ; EM ; ID_EastAsian
QU_Pi ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
QU_Pi ; SAmMnmMc ; ALmEastAsianmDottedCircle
QU_Pi ; SA_Mn|SA_Mc ; QU_Pi CM
BB ; CM ; BB CM
BB ; BAmEastAsian ; BAmEastAsian
BB ; LF ; LF
BB ; BK|NL ; LF
BB ; CR ; CR
BB ; SP ; SP
BB ; EXmEastAsian ; EXmEastAsian
BB ; QUmPimPf ; QUmPimPf
BB ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
BB ; PRmEastAsian ; PRmEastAsian
BB ; POmEastAsian ; POmEastAsian
BB ; OPmEastAsian ; OPmEastAsian
BB ; CP ; CP
BB ; IS ; IS
BB ; HY ; CM HY
BB ; SY ; SY
BB ; NU ; NU
BB ; CLmEastAsian ; CLmEastAsian
BB ; GLmEastAsian ; GLmEastAsian
BB ; QU_Pi ; QUmPimPf
BB ; BB ; BB
BB ; QU_Pf ; BAmEastAsian QU_Pf
BB ; HH ; BAmEastAsian
BB ; HL ; HL
BB ; JL ; JL
BB ; JV ; JV
BB ; JT ; JT
BB ; NSmEastAsian ; EXmEastAsian
BB ; AK ; AK
BB ; VI ; EXmEastAsian
BB ; AS ; AK
BB ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
BB ; VF ; EXmEastAsian
BB ; ZW ; ZW
BB ; ZWJ ; BB ZWJ
BB ; B2 ; B2
BB ; INmEastAsian ; EXmEastAsian
BB ; WJ ; WJ
BB ; PR_EastAsian ; PR_EastAsian
BB ; ID_EastAsian ; ID_EastAsian
BB ; OP_EastAsian ; OP_EastAsian
BB ; CL_EastAsian ; CL_EastAsian
BB ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BB ; AL_DottedCircle ; AL_DottedCircle
BB ; EBmEastAsian ; EBmEastAsian
BB ; EB_EastAsian ; EB_EastAsian
BB ; BA_EastAsian ; BA_EastAsian
BB ; NS_EastAsian|CJ ; CJ
BB ; H2 ; H2
BB ; H3 ; H3
BB ; EX_EastAsian ; CJ
BB ; IN_EastAsian ; CJ
BB ; PO_EastAsian ; PO_EastAsian
BB ; AP ; AP
BB ; GL_EastAsian ; GL_EastAsian
BB ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
BB ; RI ; RI
BB ; EM ; ID_EastAsian
BB ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BB ; SAmMnmMc ; ALmEastAsianmDottedCircle
BB ; SA_Mn|SA_Mc ; BB CM
HH ; CM ; HH CM
HH ; BAmEastAsian ; BAmEastAsian
HH ; LF ; LF
HH ; BK|NL ; LF
HH ; CR ; CR
HH ; SP ; SP
HH ; EXmEastAsian ; EXmEastAsian
HH ; QUmPimPf ; QUmPimPf
HH ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
HH ; CP ; CP
HH ; IS ; IS
HH ; HY ; CM HY
HH ; SY ; SY
HH ; CLmEastAsian ; CLmEastAsian
HH ; QU_Pi ; QUmPimPf
HH ; QU_Pf ; BAmEastAsian QU_Pf
HH ; HH ; BAmEastAsian
HH ; HL ; HL
HH ; NSmEastAsian ; EXmEastAsian
HH ; ZW ; ZW
HH ; ZWJ ; HH ZWJ
HH ; INmEastAsian ; EXmEastAsian
HH ; WJ ; WJ
HH ; CL_EastAsian ; CL_EastAsian
HH ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
HH ; AL_DottedCircle ; AL_DottedCircle
HH ; BA_EastAsian ; BA_EastAsian
HH ; NS_EastAsian|CJ ; CJ
HH ; EX_EastAsian ; CJ
HH ; IN_EastAsian ; CJ
HH ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
HH ; SAmMnmMc ; ALmEastAsianmDottedCircle
HH ; SA_Mn|SA_Mc ; HH CM
HL ; CM ; HL CM
HL ; BAmEastAsian ; BAmEastAsian
HL ; LF ; LF
HL ; BK|NL ; LF
HL ; CR ; CR
HL ; SP ; SP
HL ; EXmEastAsian ; EXmEastAsian
HL ; QUmPimPf ; QUmPimPf
HL ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
HL ; PRmEastAsian ; PRmEastAsian
HL ; POmEastAsian ; POmEastAsian
HL ; OPmEastAsian ; OPmEastAsian
HL ; CP ; CP
HL ; IS ; IS
HL ; HY ; HL HY
HL ; SY ; SY
HL ; NU ; NU
HL ; CLmEastAsian ; CLmEastAsian
HL ; GLmEastAsian ; GLmEastAsian
HL ; QU_Pi ; QUmPimPf
HL ; QU_Pf ; BAmEastAsian QU_Pf
HL ; HH ; HL HH
HL ; HL ; HL
HL ; NSmEastAsian ; EXmEastAsian
HL ; ZW ; ZW
HL ; ZWJ ; HL ZWJ
HL ; INmEastAsian ; EXmEastAsian
HL ; WJ ; WJ
HL ; PR_EastAsian ; PR_EastAsian
HL ; CL_EastAsian ; CL_EastAsian
HL ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
HL ; AL_DottedCircle ; AL_DottedCircle
HL ; BA_EastAsian ; BA_EastAsian
HL ; NS_EastAsian|CJ ; CJ
HL ; EX_EastAsian ; CJ
HL ; IN_EastAsian ; CJ
HL ; PO_EastAsian ; PO_EastAsian
HL ; GL_EastAsian ; GL_EastAsian
HL ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
HL ; SAmMnmMc ; ALmEastAsianmDottedCircle
HL ; SA_Mn|SA_Mc ; HL CM
JL ; CM ; JL CM
JL ; BAmEastAsian ; BAmEastAsian
JL ; LF ; LF
JL ; BK|NL ; LF
JL ; CR ; CR
JL ; SP ; SP
JL ; EXmEastAsian ; EXmEastAsian
JL ; QUmPimPf ; QUmPimPf
JL ; POmEastAsian ; POmEastAsian
JL ; CP ; CP
JL ; IS ; IS
JL ; HY ; CM HY
JL ; SY ; SY
JL ; CLmEastAsian ; CLmEastAsian
JL ; GLmEastAsian ; GLmEastAsian
JL ; QU_Pi ; JL QU_Pi
JL ; QU_Pf ; JL QU_Pf
JL ; HH ; BAmEastAsian
JL ; JL ; JL
JL ; JV ; JV
JL ; NSmEastAsian ; EXmEastAsian
JL ; ZW ; ZW
JL ; ZWJ ; JL ZWJ
JL ; INmEastAsian ; EXmEastAsian
JL ; WJ ; WJ
JL ; CL_EastAsian ; CL_EastAsian
JL ; BA_EastAsian ; BA_EastAsian
JL ; NS_EastAsian|CJ ; CJ
JL ; H2 ; H2
JL ; H3 ; H3
JL ; EX_EastAsian ; CJ
JL ; IN_EastAsian ; CJ
JL ; PO_EastAsian ; PO_EastAsian
JL ; GL_EastAsian ; GL_EastAsian
JL ; SA_Mn|SA_Mc ; JL CM
JV ; CM ; JV CM
JV ; BAmEastAsian ; BAmEastAsian
JV ; LF ; LF
JV ; BK|NL ; LF
JV ; CR ; CR
JV ; SP ; SP
JV ; EXmEastAsian ; EXmEastAsian
JV ; QUmPimPf ; QUmPimPf
JV ; POmEastAsian ; POmEastAsian
JV ; CP ; CP
JV ; IS ; IS
JV ; HY ; CM HY
JV ; SY ; SY
JV ; CLmEastAsian ; CLmEastAsian
JV ; GLmEastAsian ; GLmEastAsian
JV ; QU_Pi ; QUmPimPf
JV ; QU_Pf ; BAmEastAsian QU_Pf
JV ; HH ; BAmEastAsian
JV ; JV ; JV
JV ; JT ; JT
JV ; NSmEastAsian ; EXmEastAsian
JV ; ZW ; ZW
JV ; ZWJ ; JV ZWJ
JV ; INmEastAsian ; EXmEastAsian
JV ; WJ ; WJ
JV ; CL_EastAsian ; CL_EastAsian
JV ; BA_EastAsian ; BA_EastAsian
JV ; NS_EastAsian|CJ ; CJ
JV ; EX_EastAsian ; CJ
JV ; IN_EastAsian ; CJ
JV ; PO_EastAsian ; PO_EastAsian
JV ; GL_EastAsian ; GL_EastAsian
JV ; SA_Mn|SA_Mc ; JV CM
JT ; CM ; JT CM
JT ; BAmEastAsian ; BAmEastAsian
JT ; LF ; LF
JT ; BK|NL ; LF
JT ; CR ; CR
JT ; SP ; SP
JT ; EXmEastAsian ; EXmEastAsian
JT ; QUmPimPf ; QUmPimPf
JT ; POmEastAsian ; POmEastAsian
JT ; CP ; CP
JT ; IS ; IS
JT ; HY ; CM HY
JT ; SY ; SY
JT ; CLmEastAsian ; CLmEastAsian
JT ; GLmEastAsian ; GLmEastAsian
JT ; QU_Pi ; QUmPimPf
JT ; QU_Pf ; BAmEastAsian QU_Pf
JT ; HH ; BAmEastAsian
JT ; JT ; JT
JT ; NSmEastAsian ; EXmEastAsian
JT ; ZW ; ZW
JT ; ZWJ ; JT ZWJ
JT ; INmEastAsian ; EXmEastAsian
JT ; WJ ; WJ
JT ; CL_EastAsian ; CL_EastAsian
JT ; BA_EastAsian ; BA_EastAsian
JT ; NS_EastAsian|CJ ; CJ
JT ; EX_EastAsian ; CJ
JT ; IN_EastAsian ; CJ
JT ; PO_EastAsian ; PO_EastAsian
JT ; GL_EastAsian ; GL_EastAsian
JT ; SA_Mn|SA_Mc ; JT CM
AK ; CM ; AK CM
AK ; BAmEastAsian ; BAmEastAsian
AK ; LF ; LF
AK ; BK|NL ; LF
AK ; CR ; CR
AK ; SP ; SP
AK ; EXmEastAsian ; EXmEastAsian
AK ; QUmPimPf ; QUmPimPf
AK ; CP ; CP
AK ; IS ; IS
AK ; HY ; CM HY
AK ; SY ; SY
AK ; CLmEastAsian ; CLmEastAsian
AK ; GLmEastAsian ; GLmEastAsian
AK ; QU_Pi ; QUmPimPf
AK ; QU_Pf ; BAmEastAsian QU_Pf
AK ; HH ; BAmEastAsian
AK ; NSmEastAsian ; EXmEastAsian
AK ; AK ; AK AK
AK ; VI ; AK VI
AK ; AS ; AK AK
AK ; VF ; EXmEastAsian
AK ; ZW ; ZW
AK ; ZWJ ; AK ZWJ
AK ; INmEastAsian ; EXmEastAsian
AK ; WJ ; WJ
AK ; CL_EastAsian ; CL_EastAsian
AK ; AL_DottedCircle ; AK AK
AK ; BA_EastAsian ; BA_EastAsian
AK ; NS_EastAsian|CJ ; CJ
AK ; EX_EastAsian ; CJ
AK ; IN_EastAsian ; CJ
AK ; GL_EastAsian ; GL_EastAsian
AK ; SA_Mn|SA_Mc ; AK CM
IDmEastAsianmExtPictUnassigned ; CM ; IDmEastAsianmExtPictUnassigned CM
IDmEastAsianmExtPictUnassigned ; BAmEastAsian ; BAmEastAsian
IDmEastAsianmExtPictUnassigned ; LF ; LF
IDmEastAsianmExtPictUnassigned ; BK|NL ; LF
IDmEastAsianmExtPictUnassigned ; CR ; CR
IDmEastAsianmExtPictUnassigned ; SP ; SP
IDmEastAsianmExtPictUnassigned ; EXmEastAsian ; EXmEastAsian
IDmEastAsianmExtPictUnassigned ; QUmPimPf ; QUmPimPf
IDmEastAsianmExtPictUnassigned ; POmEastAsian ; POmEastAsian
IDmEastAsianmExtPictUnassigned ; CP ; CP
IDmEastAsianmExtPictUnassigned ; IS ; IS
IDmEastAsianmExtPictUnassigned ; HY ; CM HY
IDmEastAsianmExtPictUnassigned ; SY ; SY
IDmEastAsianmExtPictUnassigned ; CLmEastAsian ; CLmEastAsian
IDmEastAsianmExtPictUnassigned ; GLmEastAsian ; GLmEastAsian
IDmEastAsianmExtPictUnassigned ; QU_Pi ; QUmPimPf
IDmEastAsianmExtPictUnassigned ; QU_Pf ; BAmEastAsian QU_Pf
IDmEastAsianmExtPictUnassigned ; HH ; BAmEastAsian
IDmEastAsianmExtPictUnassigned ; NSmEastAsian ; EXmEastAsian
IDmEastAsianmExtPictUnassigned ; ZW ; ZW
IDmEastAsianmExtPictUnassigned ; ZWJ ; IDmEastAsianmExtPictUnassigned ZWJ
IDmEastAsianmExtPictUnassigned ; INmEastAsian ; EXmEastAsian
IDmEastAsianmExtPictUnassigned ; WJ ; WJ
IDmEastAsianmExtPictUnassigned ; CL_EastAsian ; CL_EastAsian
IDmEastAsianmExtPictUnassigned ; BA_EastAsian ; BA_EastAsian
IDmEastAsianmExtPictUnassigned ; NS_EastAsian|CJ ; CJ
IDmEastAsianmExtPictUnassigned ; EX_EastAsian ; CJ
IDmEastAsianmExtPictUnassigned ; IN_EastAsian ; CJ
IDmEastAsianmExtPictUnassigned ; PO_EastAsian ; PO_EastAsian
IDmEastAsianmExtPictUnassigned ; GL_EastAsian ; GL_EastAsian
IDmEastAsianmExtPictUnassigned ; SA_Mn|SA_Mc ; IDmEastAsianmExtPictUnassigned CM
ZW ; CM ; ZW CM
ZW ; BAmEastAsian ; ZW CM
ZW ; LF ; LF
ZW ; BK|NL ; LF
ZW ; CR ; CR
ZW ; SP ; ZW SP
ZW ; EXmEastAsian ; ZW CM
ZW ; QUmPimPf ; ZW CM
ZW ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ZW CM
ZW ; PRmEastAsian ; ZW CM
ZW ; POmEastAsian ; ZW CM
ZW ; OPmEastAsian ; ZW CM
ZW ; CP ; ZW CM
ZW ; IS ; ZW CM
ZW ; HY ; ZW CM
ZW ; SY ; ZW CM
ZW ; NU ; ZW CM
ZW ; CLmEastAsian ; ZW CM
ZW ; GLmEastAsian ; ZW CM
ZW ; QU_Pi ; ZW CM
ZW ; BB ; ZW CM
ZW ; QU_Pf ; ZW CM
ZW ; HH ; ZW CM
ZW ; HL ; ZW CM
ZW ; JL ; ZW CM
ZW ; JV ; ZW CM
ZW ; JT ; ZW CM
ZW ; NSmEastAsian ; ZW CM
ZW ; AK ; ZW CM
ZW ; VI ; ZW CM
ZW ; AS ; ZW CM
ZW ; IDmEastAsianmExtPictUnassigned ; ZW CM
ZW ; VF ; ZW CM
ZW ; ZW ; ZW
ZW ; ZWJ ; ZW CM
ZW ; B2 ; ZW CM
ZW ; INmEastAsian ; ZW CM
ZW ; WJ ; ZW CM
ZW ; PR_EastAsian ; ZW CM
ZW ; ID_EastAsian ; ZW CM
ZW ; OP_EastAsian ; ZW CM
ZW ; CL_EastAsian ; ZW CM
ZW ; AI_EastAsian|AL_EastAsian ; ZW CM
ZW ; AL_DottedCircle ; ZW CM
ZW ; EBmEastAsian ; ZW CM
ZW ; EB_EastAsian ; ZW CM
ZW ; BA_EastAsian ; ZW CM
ZW ; NS_EastAsian|CJ ; ZW CM
ZW ; H2 ; ZW CM
ZW ; H3 ; ZW CM
ZW ; EX_EastAsian ; ZW CM
ZW ; IN_EastAsian ; ZW CM
ZW ; PO_EastAsian ; ZW CM
ZW ; CB ; ZW CM
ZW ; AP ; ZW CM
ZW ; GL_EastAsian ; ZW CM
ZW ; ID_ExtPictUnassigned ; ZW CM
ZW ; RI ; ZW CM
ZW ; EM ; ZW CM
ZW ; XX_ExtPictUnassigned ; ZW CM
ZW ; SAmMnmMc ; ZW CM
ZW ; SA_Mn|SA_Mc ; ZW CM
ZWJ ; CM ; CM
ZWJ ; BAmEastAsian ; BAmEastAsian
ZWJ ; LF ; LF
ZWJ ; BK|NL ; LF
ZWJ ; CR ; CR
ZWJ ; SP ; SP
ZWJ ; EXmEastAsian ; EXmEastAsian
ZWJ ; QUmPimPf ; QUmPimPf
ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
ZWJ ; PRmEastAsian ; PRmEastAsian
ZWJ ; POmEastAsian ; POmEastAsian
ZWJ ; OPmEastAsian ; OPmEastAsian
ZWJ ; CP ; CP
ZWJ ; IS ; IS
ZWJ ; HY ; CM HY
ZWJ ; SY ; SY
ZWJ ; NU ; NU
ZWJ ; CLmEastAsian ; CLmEastAsian
ZWJ ; GLmEastAsian ; GLmEastAsian
ZWJ ; QU_Pi ; QUmPimPf
ZWJ ; BB ; BB
ZWJ ; QU_Pf ; CM QU_Pf
ZWJ ; HH ; BAmEastAsian
ZWJ ; HL ; HL
ZWJ ; JL ; JL
ZWJ ; JV ; JV
ZWJ ; JT ; JT
ZWJ ; NSmEastAsian ; EXmEastAsian
ZWJ ; AK ; AK
ZWJ ; VI ; EXmEastAsian
ZWJ ; AS ; AK
ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
ZWJ ; VF ; EXmEastAsian
ZWJ ; ZW ; ZW
ZWJ ; ZWJ ; ZWJ
ZWJ ; B2 ; B2
ZWJ ; INmEastAsian ; EXmEastAsian
ZWJ ; WJ ; WJ
ZWJ ; PR_EastAsian ; PR_EastAsian
ZWJ ; ID_EastAsian ; ID_EastAsian
ZWJ ; OP_EastAsian ; OP_EastAsian
ZWJ ; CL_EastAsian ; CL_EastAsian
ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
ZWJ ; AL_DottedCircle ; AL_DottedCircle
ZWJ ; EBmEastAsian ; EBmEastAsian
ZWJ ; EB_EastAsian ; EB_EastAsian
ZWJ ; BA_EastAsian ; BA_EastAsian
ZWJ ; NS_EastAsian|CJ ; CJ
ZWJ ; H2 ; H2
ZWJ ; H3 ; H3
ZWJ ; EX_EastAsian ; CJ
ZWJ ; IN_EastAsian ; CJ
ZWJ ; PO_EastAsian ; PO_EastAsian
ZWJ ; CB ; CB
ZWJ ; AP ; AP
ZWJ ; GL_EastAsian ; GL_EastAsian
ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
ZWJ ; RI ; RI
ZWJ ; EM ; ID_EastAsian
ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
ZWJ ; SA_Mn|SA_Mc ; CM
B2 ; CM ; B2 CM
B2 ; BAmEastAsian ; BAmEastAsian
B2 ; LF ; LF
B2 ; BK|NL ; LF
B2 ; CR ; CR
B2 ; SP ; B2 SP
B2 ; EXmEastAsian ; EXmEastAsian
B2 ; QUmPimPf ; QUmPimPf
B2 ; CP ; CP
B2 ; IS ; IS
B2 ; HY ; CM HY
B2 ; SY ; SY
B2 ; CLmEastAsian ; CLmEastAsian
B2 ; GLmEastAsian ; GLmEastAsian
B2 ; QU_Pi ; QUmPimPf
B2 ; QU_Pf ; BAmEastAsian QU_Pf
B2 ; HH ; BAmEastAsian
B2 ; NSmEastAsian ; EXmEastAsian
B2 ; ZW ; ZW
B2 ; ZWJ ; B2 ZWJ
B2 ; B2 ; B2
B2 ; INmEastAsian ; EXmEastAsian
B2 ; WJ ; WJ
B2 ; CL_EastAsian ; CL_EastAsian
B2 ; BA_EastAsian ; BA_EastAsian
B2 ; NS_EastAsian|CJ ; CJ
B2 ; EX_EastAsian ; CJ
B2 ; IN_EastAsian ; CJ
B2 ; GL_EastAsian ; GL_EastAsian
B2 ; SA_Mn|SA_Mc ; B2 CM
WJ ; CM ; WJ CM
WJ ; BAmEastAsian ; BAmEastAsian
WJ ; LF ; LF
WJ ; BK|NL ; LF
WJ ; CR ; CR
WJ ; SP ; SP
WJ ; EXmEastAsian ; EXmEastAsian
WJ ; QUmPimPf ; QUmPimPf
WJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
WJ ; PRmEastAsian ; PRmEastAsian
WJ ; POmEastAsian ; POmEastAsian
WJ ; OPmEastAsian ; OPmEastAsian
WJ ; CP ; CP
WJ ; IS ; IS
WJ ; HY ; CM HY
WJ ; SY ; SY
WJ ; NU ; NU
WJ ; CLmEastAsian ; CLmEastAsian
WJ ; GLmEastAsian ; GLmEastAsian
WJ ; QU_Pi ; QUmPimPf
WJ ; BB ; BB
WJ ; QU_Pf ; BAmEastAsian QU_Pf
WJ ; HH ; BAmEastAsian
WJ ; HL ; HL
WJ ; JL ; JL
WJ ; JV ; JV
WJ ; JT ; JT
WJ ; NSmEastAsian ; EXmEastAsian
WJ ; AK ; AK
WJ ; VI ; EXmEastAsian
WJ ; AS ; AK
WJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
WJ ; VF ; EXmEastAsian
WJ ; ZW ; ZW
WJ ; ZWJ ; WJ CM
WJ ; B2 ; B2
WJ ; INmEastAsian ; EXmEastAsian
WJ ; WJ ; WJ
WJ ; PR_EastAsian ; PR_EastAsian
WJ ; ID_EastAsian ; ID_EastAsian
WJ ; OP_EastAsian ; OP_EastAsian
WJ ; CL_EastAsian ; CL_EastAsian
WJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
WJ ; AL_DottedCircle ; AL_DottedCircle
WJ ; EBmEastAsian ; EBmEastAsian
WJ ; EB_EastAsian ; EB_EastAsian
WJ ; BA_EastAsian ; BA_EastAsian
