# Security Profile for General Identifiers
# File: xidmodifications.txt
# Version: 2.1
# Generated: 2010-04-13, 01:33:09 GMT
# Checkin: $Revision: 1.29 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
#  All code points not explicitly listed 
#  have the values: restricted; not-chars
# @missing: 0000..10FFFF; restricted ; not-chars


#	Status/Type:	allowed ; inclusion

002D..002E    ; allowed ; inclusion            #  [2] (-...)  HYPHEN-MINUS..FULL STOP
122D4 ; restricted ; historic          # (𒋔)  CUNEIFORM SIGN SHIR TENU
122D5 ; restricted ; historic          # (𒋕)  CUNEIFORM SIGN SHIR OVER SHIR BUR OVER BUR
122D6 ; restricted ; historic          # (𒋖)  CUNEIFORM SIGN SHITA
122D7 ; restricted ; historic          # (𒋗)  CUNEIFORM SIGN SHU
122D8 ; restricted ; historic          # (𒋘)  CUNEIFORM SIGN SHU OVER INVERTED SHU
122D9 ; restricted ; historic          # (𒋙)  CUNEIFORM SIGN SHU2
122DA ; restricted ; historic          # (𒋚)  CUNEIFORM SIGN SHUBUR
122DB ; restricted ; historic          # (𒋛)  CUNEIFORM SIGN SI
122DC ; restricted ; historic          # (𒋜)  CUNEIFORM SIGN SI GUNU
122DD ; restricted ; historic          # (𒋝)  CUNEIFORM SIGN SIG
122DE ; restricted ; historic          # (𒋞)  CUNEIFORM SIGN SIG4
122DF ; restricted ; historic          # (𒋟)  CUNEIFORM SIGN SIG4 OVER SIG4 SHU2
122E0 ; restricted ; historic          # (𒋠)  CUNEIFORM SIGN SIK2
122E1 ; restricted ; historic          # (𒋡)  CUNEIFORM SIGN SILA3
122E2 ; restricted ; historic          # (𒋢)  CUNEIFORM SIGN SU
122E3 ; restricted ; historic          # (𒋣)  CUNEIFORM SIGN SU OVER SU
122E4 ; restricted ; historic          # (𒋤)  CUNEIFORM SIGN SUD
122E5 ; restricted ; historic          # (𒋥)  CUNEIFORM SIGN SUD2
122E6 ; restricted ; historic          # (𒋦)  CUNEIFORM SIGN SUHUR
122E7 ; restricted ; historic          # (𒋧)  CUNEIFORM SIGN SUM
122E8 ; restricted ; historic          # (𒋨)  CUNEIFORM SIGN SUMASH
122E9 ; restricted ; historic          # (𒋩)  CUNEIFORM SIGN SUR
122EA ; restricted ; historic          # (𒋪)  CUNEIFORM SIGN SUR9
122EB ; restricted ; historic          # (𒋫)  CUNEIFORM SIGN TA
122EC ; restricted ; historic          # (𒋬)  CUNEIFORM SIGN TA ASTERISK
122ED ; restricted ; historic          # (𒋭)  CUNEIFORM SIGN TA TIMES HI
122EE ; restricted ; historic          # (𒋮)  CUNEIFORM SIGN TA TIMES MI
122EF ; restricted ; historic          # (𒋯)  CUNEIFORM SIGN TA GUNU
122F0 ; restricted ; historic          # (𒋰)  CUNEIFORM SIGN TAB
122F1 ; restricted ; historic          # (𒋱)  CUNEIFORM SIGN TAB OVER TAB NI OVER NI DISH OVER DISH
122F2 ; restricted ; historic          # (𒋲)  CUNEIFORM SIGN TAB SQUARED
122F3 ; restricted ; historic          # (𒋳)  CUNEIFORM SIGN TAG
122F4 ; restricted ; historic          # (𒋴)  CUNEIFORM SIGN TAG TIMES BI
122F5 ; restricted ; historic          # (𒋵)  CUNEIFORM SIGN TAG TIMES GUD
122F6 ; restricted ; historic          # (𒋶)  CUNEIFORM SIGN TAG TIMES SHE
122F7 ; restricted ; historic          # (𒋷)  CUNEIFORM SIGN TAG TIMES SHU
122F8 ; restricted ; historic          # (𒋸)  CUNEIFORM SIGN TAG TIMES TUG2
122F9 ; restricted ; historic          # (𒋹)  CUNEIFORM SIGN TAG TIMES UD
122FA ; restricted ; historic          # (𒋺)  CUNEIFORM SIGN TAK4
122FB ; restricted ; historic          # (𒋻)  CUNEIFORM SIGN TAR
122FC ; restricted ; historic          # (𒋼)  CUNEIFORM SIGN TE
122FD ; restricted ; historic          # (𒋽)  CUNEIFORM SIGN TE GUNU
122FE ; restricted ; historic          # (𒋾)  CUNEIFORM SIGN TI
122FF ; restricted ; historic          # (𒋿)  CUNEIFORM SIGN TI TENU
12300 ; restricted ; historic          # (𒌀)  CUNEIFORM SIGN TIL
12301 ; restricted ; historic          # (𒌁)  CUNEIFORM SIGN TIR
12302 ; restricted ; historic          # (𒌂)  CUNEIFORM SIGN TIR TIMES TAK4
12303 ; restricted ; historic          # (𒌃)  CUNEIFORM SIGN TIR OVER TIR
12304 ; restricted ; historic          # (𒌄)  CUNEIFORM SIGN TIR OVER TIR GAD OVER GAD GAR OVER GAR
12305 ; restricted ; historic          # (𒌅)  CUNEIFORM SIGN TU
12306 ; restricted ; historic          # (𒌆)  CUNEIFORM SIGN TUG2
12307 ; restricted ; historic          # (𒌇)  CUNEIFORM SIGN TUK
12308 ; restricted ; historic          # (𒌈)  CUNEIFORM SIGN TUM
12309 ; restricted ; historic          # (𒌉)  CUNEIFORM SIGN TUR
1230A ; restricted ; historic          # (𒌊)  CUNEIFORM SIGN TUR OVER TUR ZA OVER ZA
1230B ; restricted ; historic          # (𒌋)  CUNEIFORM SIGN U
1230C ; restricted ; historic          # (𒌌)  CUNEIFORM SIGN U GUD
1230D ; restricted ; historic          # (𒌍)  CUNEIFORM SIGN U U U
1230E ; restricted ; historic          # (𒌎)  CUNEIFORM SIGN U OVER U PA OVER PA GAR OVER GAR
1230F ; restricted ; historic          # (𒌏)  CUNEIFORM SIGN U OVER U SUR OVER SUR
12310 ; restricted ; historic          # (𒌐)  CUNEIFORM SIGN U OVER U U REVERSED OVER U REVERSED
12311 ; restricted ; historic          # (𒌑)  CUNEIFORM SIGN U2
12312 ; restricted ; historic          # (𒌒)  CUNEIFORM SIGN UB
12313 ; restricted ; historic          # (𒌓)  CUNEIFORM SIGN UD
12314 ; restricted ; historic          # (𒌔)  CUNEIFORM SIGN UD KUSHU2
12315 ; restricted ; historic          # (𒌕)  CUNEIFORM SIGN UD TIMES BAD
12316 ; restricted ; historic          # (𒌖)  CUNEIFORM SIGN UD TIMES MI
12317 ; restricted ; historic          # (𒌗)  CUNEIFORM SIGN UD TIMES U PLUS U PLUS U
12318 ; restricted ; historic          # (𒌘)  CUNEIFORM SIGN UD TIMES U PLUS U PLUS U GUNU
12319 ; restricted ; historic          # (𒌙)  CUNEIFORM SIGN UD GUNU
1231A ; restricted ; historic          # (𒌚)  CUNEIFORM SIGN UD SHESHIG
1231B ; restricted ; historic          # (𒌛)  CUNEIFORM SIGN UD SHESHIG TIMES BAD
1231C ; restricted ; historic          # (𒌜)  CUNEIFORM SIGN UDUG
1231D ; restricted ; historic          # (𒌝)  CUNEIFORM SIGN UM
1231E ; restricted ; historic          # (𒌞)  CUNEIFORM SIGN UM TIMES LAGAB
1231F ; restricted ; historic          # (𒌟)  CUNEIFORM SIGN UM TIMES ME PLUS DA
12320 ; restricted ; historic          # (𒌠)  CUNEIFORM SIGN UM TIMES SHA3
12321 ; restricted ; historic          # (𒌡)  CUNEIFORM SIGN UM TIMES U
12322 ; restricted ; historic          # (𒌢)  CUNEIFORM SIGN UMBIN
12323 ; restricted ; historic          # (𒌣)  CUNEIFORM SIGN UMUM
12324 ; restricted ; historic          # (𒌤)  CUNEIFORM SIGN UMUM TIMES KASKAL
12325 ; restricted ; historic          # (𒌥)  CUNEIFORM SIGN UMUM TIMES PA
12326 ; restricted ; historic          # (𒌦)  CUNEIFORM SIGN UN
12327 ; restricted ; historic          # (𒌧)  CUNEIFORM SIGN UN GUNU
12328 ; restricted ; historic          # (𒌨)  CUNEIFORM SIGN UR
12329 ; restricted ; historic          # (𒌩)  CUNEIFORM SIGN UR CROSSING UR
1232A ; restricted ; historic          # (𒌪)  CUNEIFORM SIGN UR SHESHIG
1232B ; restricted ; historic          # (𒌫)  CUNEIFORM SIGN UR2
1232C ; restricted ; historic          # (𒌬)  CUNEIFORM SIGN UR2 TIMES A PLUS HA
1232D ; restricted ; historic          # (𒌭)  CUNEIFORM SIGN UR2 TIMES A PLUS NA
1232E ; restricted ; historic          # (𒌮)  CUNEIFORM SIGN UR2 TIMES AL
1232F ; restricted ; historic          # (𒌯)  CUNEIFORM SIGN UR2 TIMES HA
12330 ; restricted ; historic          # (𒌰)  CUNEIFORM SIGN UR2 TIMES NUN
12331 ; restricted ; historic          # (𒌱)  CUNEIFORM SIGN UR2 TIMES U2
12332 ; restricted ; historic          # (𒌲)  CUNEIFORM SIGN UR2 TIMES U2 PLUS ASH
12333 ; restricted ; historic          # (𒌳)  CUNEIFORM SIGN UR2 TIMES U2 PLUS BI
12334 ; restricted ; historic          # (𒌴)  CUNEIFORM SIGN UR4
12335 ; restricted ; historic          # (𒌵)  CUNEIFORM SIGN URI
12336 ; restricted ; historic          # (𒌶)  CUNEIFORM SIGN URI3
12337 ; restricted ; historic          # (𒌷)  CUNEIFORM SIGN URU
12338 ; restricted ; historic          # (𒌸)  CUNEIFORM SIGN URU TIMES A
12339 ; restricted ; historic          # (𒌹)  CUNEIFORM SIGN URU TIMES ASHGAB
1233A ; restricted ; historic          # (𒌺)  CUNEIFORM SIGN URU TIMES BAR
1233B ; restricted ; historic          # (𒌻)  CUNEIFORM SIGN URU TIMES DUN
1233C ; restricted ; historic          # (𒌼)  CUNEIFORM SIGN URU TIMES GA
1233D ; restricted ; historic          # (𒌽)  CUNEIFORM SIGN URU TIMES GAL
1233E ; restricted ; historic          # (𒌾)  CUNEIFORM SIGN URU TIMES GAN2 TENU
1233F ; restricted ; historic          # (𒌿)  CUNEIFORM SIGN URU TIMES GAR
12340 ; restricted ; historic          # (𒍀)  CUNEIFORM SIGN URU TIMES GU
12341 ; restricted ; historic          # (𒍁)  CUNEIFORM SIGN URU TIMES HA
12342 ; restricted ; historic          # (𒍂)  CUNEIFORM SIGN URU TIMES IGI
12343 ; restricted ; historic          # (𒍃)  CUNEIFORM SIGN URU TIMES IM
12344 ; restricted ; historic          # (𒍄)  CUNEIFORM SIGN URU TIMES ISH
12345 ; restricted ; historic          # (𒍅)  CUNEIFORM SIGN URU TIMES KI
12346 ; restricted ; historic          # (𒍆)  CUNEIFORM SIGN URU TIMES LUM
12347 ; restricted ; historic          # (𒍇)  CUNEIFORM SIGN URU TIMES MIN
12348 ; restricted ; historic          # (𒍈)  CUNEIFORM SIGN URU TIMES PA
12349 ; restricted ; historic          # (𒍉)  CUNEIFORM SIGN URU TIMES SHE
1234A ; restricted ; historic          # (𒍊)  CUNEIFORM SIGN URU TIMES SIG4
1234B ; restricted ; historic          # (𒍋)  CUNEIFORM SIGN URU TIMES TU
1234C ; restricted ; historic          # (𒍌)  CUNEIFORM SIGN URU TIMES U PLUS GUD
1234D ; restricted ; historic          # (𒍍)  CUNEIFORM SIGN URU TIMES UD
1234E ; restricted ; historic          # (𒍎)  CUNEIFORM SIGN URU TIMES URUDA
1234F ; restricted ; historic          # (𒍏)  CUNEIFORM SIGN URUDA
12350 ; restricted ; historic          # (𒍐)  CUNEIFORM SIGN URUDA TIMES U
12351 ; restricted ; historic          # (𒍑)  CUNEIFORM SIGN USH
12352 ; restricted ; historic          # (𒍒)  CUNEIFORM SIGN USH TIMES A
12353 ; restricted ; historic          # (𒍓)  CUNEIFORM SIGN USH TIMES KU
12354 ; restricted ; historic          # (𒍔)  CUNEIFORM SIGN USH TIMES KUR
12355 ; restricted ; historic          # (𒍕)  CUNEIFORM SIGN USH TIMES TAK4
12356 ; restricted ; historic          # (𒍖)  CUNEIFORM SIGN USHX
12357 ; restricted ; historic          # (𒍗)  CUNEIFORM SIGN USH2
12358 ; restricted ; historic          # (𒍘)  CUNEIFORM SIGN USHUMX
12359 ; restricted ; historic          # (𒍙)  CUNEIFORM SIGN UTUKI
1235A ; restricted ; historic          # (𒍚)  CUNEIFORM SIGN UZ3
1235B ; restricted ; historic          # (𒍛)  CUNEIFORM SIGN UZ3 TIMES KASKAL
1235C ; restricted ; historic          # (𒍜)  CUNEIFORM SIGN UZU
1235D ; restricted ; historic          # (𒍝)  CUNEIFORM SIGN ZA
1235E ; restricted ; historic          # (𒍞)  CUNEIFORM SIGN ZA TENU
1235F ; restricted ; historic          # (𒍟)  CUNEIFORM SIGN ZA SQUARED TIMES KUR
12360 ; restricted ; historic          # (𒍠)  CUNEIFORM SIGN ZAG
12361 ; restricted ; historic          # (𒍡)  CUNEIFORM SIGN ZAMX
12362 ; restricted ; historic          # (𒍢)  CUNEIFORM SIGN ZE2
12363 ; restricted ; historic          # (𒍣)  CUNEIFORM SIGN ZI
12364 ; restricted ; historic          # (𒍤)  CUNEIFORM SIGN ZI OVER ZI
12365 ; restricted ; historic          # (𒍥)  CUNEIFORM SIGN ZI3
12366 ; restricted ; historic          # (𒍦)  CUNEIFORM SIGN ZIB
12367 ; restricted ; historic          # (𒍧)  CUNEIFORM SIGN ZIB KABA TENU
12368 ; restricted ; historic          # (𒍨)  CUNEIFORM SIGN ZIG
12369 ; restricted ; historic          # (𒍩)  CUNEIFORM SIGN ZIZ2
1236A ; restricted ; historic          # (𒍪)  CUNEIFORM SIGN ZU
1236B ; restricted ; historic          # (𒍫)  CUNEIFORM SIGN ZU5
1236C ; restricted ; historic          # (𒍬)  CUNEIFORM SIGN ZU5 TIMES A
1236D ; restricted ; historic          # (𒍭)  CUNEIFORM SIGN ZUBUR
1236E ; restricted ; historic          # (𒍮)  CUNEIFORM SIGN ZUM
12400 ; restricted ; historic          # (𒐀)  CUNEIFORM NUMERIC SIGN TWO ASH
12401 ; restricted ; historic          # (𒐁)  CUNEIFORM NUMERIC SIGN THREE ASH
12402 ; restricted ; historic          # (𒐂)  CUNEIFORM NUMERIC SIGN FOUR ASH
12403 ; restricted ; historic          # (𒐃)  CUNEIFORM NUMERIC SIGN FIVE ASH
12404 ; restricted ; historic          # (𒐄)  CUNEIFORM NUMERIC SIGN SIX ASH
12405 ; restricted ; historic          # (𒐅)  CUNEIFORM NUMERIC SIGN SEVEN ASH
12406 ; restricted ; historic          # (𒐆)  CUNEIFORM NUMERIC SIGN EIGHT ASH
12407 ; restricted ; historic          # (𒐇)  CUNEIFORM NUMERIC SIGN NINE ASH
12408 ; restricted ; historic          # (𒐈)  CUNEIFORM NUMERIC SIGN THREE DISH
12409 ; restricted ; historic          # (𒐉)  CUNEIFORM NUMERIC SIGN FOUR DISH
1240A ; restricted ; historic          # (𒐊)  CUNEIFORM NUMERIC SIGN FIVE DISH
1240B ; restricted ; historic          # (𒐋)  CUNEIFORM NUMERIC SIGN SIX DISH
1240C ; restricted ; historic          # (𒐌)  CUNEIFORM NUMERIC SIGN SEVEN DISH
1240D ; restricted ; historic          # (𒐍)  CUNEIFORM NUMERIC SIGN EIGHT DISH
1240E ; restricted ; historic          # (𒐎)  CUNEIFORM NUMERIC SIGN NINE DISH
1240F ; restricted ; historic          # (𒐏)  CUNEIFORM NUMERIC SIGN FOUR U
12410 ; restricted ; historic          # (𒐐)  CUNEIFORM NUMERIC SIGN FIVE U
12411 ; restricted ; historic          # (𒐑)  CUNEIFORM NUMERIC SIGN SIX U
12412 ; restricted ; historic          # (𒐒)  CUNEIFORM NUMERIC SIGN SEVEN U
12413 ; restricted ; historic          # (𒐓)  CUNEIFORM NUMERIC SIGN EIGHT U
12414 ; restricted ; historic          # (𒐔)  CUNEIFORM NUMERIC SIGN NINE U
12415 ; restricted ; historic          # (𒐕)  CUNEIFORM NUMERIC SIGN ONE GESH2
12416 ; restricted ; historic          # (𒐖)  CUNEIFORM NUMERIC SIGN TWO GESH2
12417 ; restricted ; historic          # (𒐗)  CUNEIFORM NUMERIC SIGN THREE GESH2
12418 ; restricted ; historic          # (𒐘)  CUNEIFORM NUMERIC SIGN FOUR GESH2
12419 ; restricted ; historic          # (𒐙)  CUNEIFORM NUMERIC SIGN FIVE GESH2
1241A ; restricted ; historic          # (𒐚)  CUNEIFORM NUMERIC SIGN SIX GESH2
1241B ; restricted ; historic          # (𒐛)  CUNEIFORM NUMERIC SIGN SEVEN GESH2
1241C ; restricted ; historic          # (𒐜)  CUNEIFORM NUMERIC SIGN EIGHT GESH2
1241D ; restricted ; historic          # (𒐝)  CUNEIFORM NUMERIC SIGN NINE GESH2
1241E ; restricted ; historic          # (𒐞)  CUNEIFORM NUMERIC SIGN ONE GESHU
1241F ; restricted ; historic          # (𒐟)  CUNEIFORM NUMERIC SIGN TWO GESHU
12420 ; restricted ; historic          # (𒐠)  CUNEIFORM NUMERIC SIGN THREE GESHU
12421 ; restricted ; historic          # (𒐡)  CUNEIFORM NUMERIC SIGN FOUR GESHU
12422 ; restricted ; historic          # (𒐢)  CUNEIFORM NUMERIC SIGN FIVE GESHU
12423 ; restricted ; historic          # (𒐣)  CUNEIFORM NUMERIC SIGN TWO SHAR2
12424 ; restricted ; historic          # (𒐤)  CUNEIFORM NUMERIC SIGN THREE SHAR2
12425 ; restricted ; historic          # (𒐥)  CUNEIFORM NUMERIC SIGN THREE SHAR2 VARIANT FORM
12426 ; restricted ; historic          # (𒐦)  CUNEIFORM NUMERIC SIGN FOUR SHAR2
12427 ; restricted ; historic          # (𒐧)  CUNEIFORM NUMERIC SIGN FIVE SHAR2
12428 ; restricted ; historic          # (𒐨)  CUNEIFORM NUMERIC SIGN SIX SHAR2
12429 ; restricted ; historic          # (𒐩)  CUNEIFORM NUMERIC SIGN SEVEN SHAR2
1242A ; restricted ; historic          # (𒐪)  CUNEIFORM NUMERIC SIGN EIGHT SHAR2
1242B ; restricted ; historic          # (𒐫)  CUNEIFORM NUMERIC SIGN NINE SHAR2
1242C ; restricted ; historic          # (𒐬)  CUNEIFORM NUMERIC SIGN ONE SHARU
1242D ; restricted ; historic          # (𒐭)  CUNEIFORM NUMERIC SIGN TWO SHARU
1242E ; restricted ; historic          # (𒐮)  CUNEIFORM NUMERIC SIGN THREE SHARU
1242F ; restricted ; historic          # (𒐯)  CUNEIFORM NUMERIC SIGN THREE SHARU VARIANT FORM
12430 ; restricted ; historic          # (𒐰)  CUNEIFORM NUMERIC SIGN FOUR SHARU
12431 ; restricted ; historic          # (𒐱)  CUNEIFORM NUMERIC SIGN FIVE SHARU
12432 ; restricted ; historic          # (𒐲)  CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH
12433 ; restricted ; historic          # (𒐳)  CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN
12434 ; restricted ; historic          # (𒐴)  CUNEIFORM NUMERIC SIGN ONE BURU
12435 ; restricted ; historic          # (𒐵)  CUNEIFORM NUMERIC SIGN TWO BURU
12436 ; restricted ; historic          # (𒐶)  CUNEIFORM NUMERIC SIGN THREE BURU
12437 ; restricted ; historic          # (𒐷)  CUNEIFORM NUMERIC SIGN THREE BURU VARIANT FORM
12438 ; restricted ; historic          # (𒐸)  CUNEIFORM NUMERIC SIGN FOUR BURU
12439 ; restricted ; historic          # (𒐹)  CUNEIFORM NUMERIC SIGN FIVE BURU
1243A ; restricted ; historic          # (𒐺)  CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16
1243B ; restricted ; historic          # (𒐻)  CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH21
1243C ; restricted ; historic          # (𒐼)  CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU
1243D ; restricted ; historic          # (𒐽)  CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU4
1243E ; restricted ; historic          # (𒐾)  CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU A
1243F ; restricted ; historic          # (𒐿)  CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU B
12440 ; restricted ; historic          # (𒑀)  CUNEIFORM NUMERIC SIGN SIX VARIANT FORM ASH9
12441 ; restricted ; historic          # (𒑁)  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN3
12442 ; restricted ; historic          # (𒑂)  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN A
12443 ; restricted ; historic          # (𒑃)  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN B
12444 ; restricted ; historic          # (𒑄)  CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU
12445 ; restricted ; historic          # (𒑅)  CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU3
12446 ; restricted ; historic          # (𒑆)  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU
12447 ; restricted ; historic          # (𒑇)  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU3
12448 ; restricted ; historic          # (𒑈)  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU4
12449 ; restricted ; historic          # (𒑉)  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU A
1244A ; restricted ; historic          # (𒑊)  CUNEIFORM NUMERIC SIGN TWO ASH TENU
1244B ; restricted ; historic          # (𒑋)  CUNEIFORM NUMERIC SIGN THREE ASH TENU
1244C ; restricted ; historic          # (𒑌)  CUNEIFORM NUMERIC SIGN FOUR ASH TENU
1244D ; restricted ; historic          # (𒑍)  CUNEIFORM NUMERIC SIGN FIVE ASH TENU
1244E ; restricted ; historic          # (𒑎)  CUNEIFORM NUMERIC SIGN SIX ASH TENU
1244F ; restricted ; historic          # (𒑏)  CUNEIFORM NUMERIC SIGN ONE BAN2
12450 ; restricted ; historic          # (𒑐)  CUNEIFORM NUMERIC SIGN TWO BAN2
12451 ; restricted ; historic          # (𒑑)  CUNEIFORM NUMERIC SIGN THREE BAN2
12452 ; restricted ; historic          # (𒑒)  CUNEIFORM NUMERIC SIGN FOUR BAN2
12453 ; restricted ; historic          # (𒑓)  CUNEIFORM NUMERIC SIGN FOUR BAN2 VARIANT FORM
12454 ; restricted ; historic          # (𒑔)  CUNEIFORM NUMERIC SIGN FIVE BAN2
12455 ; restricted ; historic          # (𒑕)  CUNEIFORM NUMERIC SIGN FIVE BAN2 VARIANT FORM
12456 ; restricted ; historic          # (𒑖)  CUNEIFORM NUMERIC SIGN NIGIDAMIN
12457 ; restricted ; historic          # (𒑗)  CUNEIFORM NUMERIC SIGN NIGIDAESH
12458 ; restricted ; historic          # (𒑘)  CUNEIFORM NUMERIC SIGN ONE ESHE3
12459 ; restricted ; historic          # (𒑙)  CUNEIFORM NUMERIC SIGN TWO ESHE3
1245A ; restricted ; historic          # (𒑚)  CUNEIFORM NUMERIC SIGN ONE THIRD DISH
1245B ; restricted ; historic          # (𒑛)  CUNEIFORM NUMERIC SIGN TWO THIRDS DISH
1245C ; restricted ; historic          # (𒑜)  CUNEIFORM NUMERIC SIGN FIVE SIXTHS DISH
1245D ; restricted ; historic          # (𒑝)  CUNEIFORM NUMERIC SIGN ONE THIRD VARIANT FORM A
1245E ; restricted ; historic          # (𒑞)  CUNEIFORM NUMERIC SIGN TWO THIRDS VARIANT FORM A
1245F ; restricted ; historic          # (𒑟)  CUNEIFORM NUMERIC SIGN ONE EIGHTH ASH
12460 ; restricted ; historic          # (𒑠)  CUNEIFORM NUMERIC SIGN ONE QUARTER ASH
12461 ; restricted ; historic          # (𒑡)  CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE SIXTH
12462 ; restricted ; historic          # (𒑢)  CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE QUARTER
13000 ; restricted ; historic          # (𓀀)  EGYPTIAN HIEROGLYPH A001
13001 ; restricted ; historic          # (𓀁)  EGYPTIAN HIEROGLYPH A002
13002 ; restricted ; historic          # (𓀂)  EGYPTIAN HIEROGLYPH A003
13003 ; restricted ; historic          # (𓀃)  EGYPTIAN HIEROGLYPH A004
13004 ; restricted ; historic          # (𓀄)  EGYPTIAN HIEROGLYPH A005
13005 ; restricted ; historic          # (𓀅)  EGYPTIAN HIEROGLYPH A005A
13006 ; restricted ; historic          # (𓀆)  EGYPTIAN HIEROGLYPH A006
13007 ; restricted ; historic          # (𓀇)  EGYPTIAN HIEROGLYPH A006A
13008 ; restricted ; historic          # (𓀈)  EGYPTIAN HIEROGLYPH A006B
13009 ; restricted ; historic          # (𓀉)  EGYPTIAN HIEROGLYPH A007
1300A ; restricted ; historic          # (𓀊)  EGYPTIAN HIEROGLYPH A008
1300B ; restricted ; historic          # (𓀋)  EGYPTIAN HIEROGLYPH A009
