# File: MathClassEx.txt
# Revision: 16.0
# Date: 2025-07-01
#
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr25/
#
# ------------------------------------------------
# This file is a classification of characters based on their usage in
# mathematical notation and providing a mapping to standard entity
# sets commonly used for SGML and MathML documents.
#
# While the contents of this file represent the best information
# available to the authors and the Unicode Technical Committee as
# of the date referenced above, it is likely that the information
# in this file will change from time to time.
#
# This file is *NOT* formally part of the Unicode Character Database
# at this time.
#
# The character encoding of this plain-text file is UTF-8.
#
# The data consists of 8 fields. The number and type of fields may change
# in future versions of this file.
#
# 1: code point or range
#
# 2: class, one of:
#
#	N - Normal - includes all digits and symbols requiring only one form
#	A - Alphabetic
#	B - Binary
#	C - Closing - usually paired with opening delimiter
#	D - Diacritic
#	F - Fence - unpaired delimiter (often used as opening or closing)
#	G - Glyph_Part - piece of large operator
#	L - Large - n-ary or large operator, often takes limits
#	O - Opening - usually paired with closing delimiter
#	P - Punctuation
#	R - Relation - includes arrows
#	S - Space
#	U - Unary - operators that are only unary
#	V - Vary - operators that can be unary or binary depending on context
#	X - Special - characters not covered by other classes
#
# The C, O, and F operators are stretchy. In addition, some binary operators such
# as U+002F are stretchy as noted in the descriptive comments. The classes are
# also useful in determining extra spacing around the operators as discussed
# in UTR #25.
#
# 3: entity name
#
# 4: entity set
#
# 5: descriptive comments (of various types)
# The descriptive comments provide more information about a character,
# or its specific appearance. Some descriptions contain common macro
# names (with slash) but in the majority of cases, the description is
# simply the description of the entity in the published entity set, if
# different from the formal Unicode character name. Minor differences
# in word order, punctuation and verb forms have been ignored, but not
# systematic differences in terminology, such as filled vs. black.
# In principle this allows location of entities by their description.
#
# 6: Comment with Unicode General Category, character (UTf-8)
#    and Unicode character name or names
#    Character names are provided for ease of reference only.
#
# Fields are delimited by ';'.
# Spaces adjacent to the delimiter or the '#' are not significant
# Future versions of this file may use different amounts of whitespace.
#
# Some character positions in the Mathematical Alphanumeric Symbols block are
# reserved and have been mapped to the Letterlike Symbols block in Unicode.
# This is indicated in 24 special purpose comments.
#
# The character repertoire of this revision is the repertoire of Unicode
# Version 17.0. For more information see Revision 16 or later of UTR #25.
# ------------------------------------------------

#code point;class;entity;set;note/description # comment/Unicode name
2A83;R;lesdotor;HTML-MathML; # Sm (⪃) LESS-THAN OR SLANTED EQUAL TO WITH DOT ABOVE RIGHT
2A84;R;gesdotol;HTML-MathML; # Sm (⪄) GREATER-THAN OR SLANTED EQUAL TO WITH DOT ABOVE LEFT
2A85;R;lap lessapprox;HTML-MathML; # Sm (⪅) LESS-THAN OR APPROXIMATE
2A86;R;gap gtrapprox;HTML-MathML; # Sm (⪆) GREATER-THAN OR APPROXIMATE
2A87;R;lne lneq;HTML-MathML; # Sm (⪇) LESS-THAN AND SINGLE-LINE NOT EQUAL TO
2A88;R;gne gneq;HTML-MathML; # Sm (⪈) GREATER-THAN AND SINGLE-LINE NOT EQUAL TO
2A89;R;lnap lnapprox;HTML-MathML; # Sm (⪉) LESS-THAN AND NOT APPROXIMATE
2A8A;R;gnap gnapprox;HTML-MathML; # Sm (⪊) GREATER-THAN AND NOT APPROXIMATE
2A8B;R;lEg lesseqqgtr;HTML-MathML; # Sm (⪋) LESS-THAN ABOVE DOUBLE-LINE EQUAL ABOVE GREATER-THAN
2A8C;R;gEl gtreqqless;HTML-MathML; # Sm (⪌) GREATER-THAN ABOVE DOUBLE-LINE EQUAL ABOVE LESS-THAN
2A8D;R;lsime;HTML-MathML; # Sm (⪍) LESS-THAN ABOVE SIMILAR OR EQUAL
2A8E;R;gsime;HTML-MathML; # Sm (⪎) GREATER-THAN ABOVE SIMILAR OR EQUAL
2A8F;R;lsimg;HTML-MathML; # Sm (⪏) LESS-THAN ABOVE SIMILAR ABOVE GREATER-THAN
2A90;R;gsiml;HTML-MathML; # Sm (⪐) GREATER-THAN ABOVE SIMILAR ABOVE LESS-THAN
2A91;R;lgE;HTML-MathML; # Sm (⪑) LESS-THAN ABOVE GREATER-THAN ABOVE DOUBLE-LINE EQUAL
2A92;R;glE;HTML-MathML; # Sm (⪒) GREATER-THAN ABOVE LESS-THAN ABOVE DOUBLE-LINE EQUAL
2A93;R;lesges;HTML-MathML; # Sm (⪓) LESS-THAN ABOVE SLANTED EQUAL ABOVE GREATER-THAN ABOVE SLANTED EQUAL
2A94;R;gesles;HTML-MathML; # Sm (⪔) GREATER-THAN ABOVE SLANTED EQUAL ABOVE LESS-THAN ABOVE SLANTED EQUAL
2A95;R;els eqslantless;HTML-MathML; # Sm (⪕) SLANTED EQUAL TO OR LESS-THAN
2A96;R;egs eqslantgtr;HTML-MathML; # Sm (⪖) SLANTED EQUAL TO OR GREATER-THAN
2A97;R;elsdot;HTML-MathML; # Sm (⪗) SLANTED EQUAL TO OR LESS-THAN WITH DOT INSIDE
2A98;R;egsdot;HTML-MathML; # Sm (⪘) SLANTED EQUAL TO OR GREATER-THAN WITH DOT INSIDE
2A99;R;el;HTML-MathML; # Sm (⪙) DOUBLE-LINE EQUAL TO OR LESS-THAN
2A9A;R;eg;HTML-MathML; # Sm (⪚) DOUBLE-LINE EQUAL TO OR GREATER-THAN
2A9B;R;;; # Sm (⪛) DOUBLE-LINE SLANTED EQUAL TO OR LESS-THAN
2A9C;R;;; # Sm (⪜) DOUBLE-LINE SLANTED EQUAL TO OR GREATER-THAN
2A9D;R;siml;HTML-MathML; # Sm (⪝) SIMILAR OR LESS-THAN
2A9E;R;simg;HTML-MathML; # Sm (⪞) SIMILAR OR GREATER-THAN
2A9F;R;simlE;HTML-MathML; # Sm (⪟) SIMILAR ABOVE LESS-THAN ABOVE EQUALS SIGN
2AA0;R;simgE;HTML-MathML; # Sm (⪠) SIMILAR ABOVE GREATER-THAN ABOVE EQUALS SIGN
2AA1;R;LessLess;HTML-MathML; # Sm (⪡) DOUBLE NESTED LESS-THAN
2AA2;R;GreaterGreater;HTML-MathML; # Sm (⪢) DOUBLE NESTED GREATER-THAN
2AA3;R;;; # Sm (⪣) DOUBLE NESTED LESS-THAN WITH UNDERBAR
2AA4;R;glj;HTML-MathML; # Sm (⪤) GREATER-THAN OVERLAPPING LESS-THAN
2AA5;R;gla;HTML-MathML; # Sm (⪥) GREATER-THAN BESIDE LESS-THAN
2AA6;R;ltcc;HTML-MathML; # Sm (⪦) LESS-THAN CLOSED BY CURVE
2AA7;R;gtcc;HTML-MathML; # Sm (⪧) GREATER-THAN CLOSED BY CURVE
2AA8;R;lescc;HTML-MathML; # Sm (⪨) LESS-THAN CLOSED BY CURVE ABOVE SLANTED EQUAL
2AA9;R;gescc;HTML-MathML; # Sm (⪩) GREATER-THAN CLOSED BY CURVE ABOVE SLANTED EQUAL
2AAA;R;smt;HTML-MathML; # Sm (⪪) SMALLER THAN
2AAB;R;lat;HTML-MathML; # Sm (⪫) LARGER THAN
2AAC;R;smte;HTML-MathML; # Sm (⪬) SMALLER THAN OR EQUAL TO
2AAD;R;late;HTML-MathML; # Sm (⪭) LARGER THAN OR EQUAL TO
2AAE;R;bumpE;HTML-MathML; # Sm (⪮) EQUALS SIGN WITH BUMPY ABOVE
2AAF;R;pre preceq PrecedesEqual;HTML-MathML; # Sm (⪯) PRECEDES ABOVE SINGLE-LINE EQUALS SIGN
2AB0;R;sce succeq SucceedsEqual;HTML-MathML; # Sm (⪰) SUCCEEDS ABOVE SINGLE-LINE EQUALS SIGN
2AB1;R;;; # Sm (⪱) PRECEDES ABOVE SINGLE-LINE NOT EQUAL TO
2AB2;R;;; # Sm (⪲) SUCCEEDS ABOVE SINGLE-LINE NOT EQUAL TO
2AB3;R;prE;HTML-MathML; # Sm (⪳) PRECEDES ABOVE EQUALS SIGN
2AB4;R;scE;HTML-MathML; # Sm (⪴) SUCCEEDS ABOVE EQUALS SIGN
2AB5;R;prnE precneqq;HTML-MathML; # Sm (⪵) PRECEDES ABOVE NOT EQUAL TO
2AB6;R;scnE succneqq;HTML-MathML; # Sm (⪶) SUCCEEDS ABOVE NOT EQUAL TO
2AB7;R;prap precapprox;HTML-MathML; # Sm (⪷) PRECEDES ABOVE ALMOST EQUAL TO
2AB8;R;scap succapprox;HTML-MathML; # Sm (⪸) SUCCEEDS ABOVE ALMOST EQUAL TO
2AB9;R;prnap precnapprox;HTML-MathML; # Sm (⪹) PRECEDES ABOVE NOT ALMOST EQUAL TO
2ABA;R;scnap succnapprox;HTML-MathML; # Sm (⪺) SUCCEEDS ABOVE NOT ALMOST EQUAL TO
2ABB;R;Pr;HTML-MathML; # Sm (⪻) DOUBLE PRECEDES
2ABC;R;Sc;HTML-MathML; # Sm (⪼) DOUBLE SUCCEEDS
2ABD;R;subdot;HTML-MathML; # Sm (⪽) SUBSET WITH DOT
2ABE;R;supdot;HTML-MathML; # Sm (⪾) SUPERSET WITH DOT
2ABF;R;subplus;HTML-MathML; # Sm (⪿) SUBSET WITH PLUS SIGN BELOW
2AC0;R;supplus;HTML-MathML; # Sm (⫀) SUPERSET WITH PLUS SIGN BELOW
2AC1;R;submult;HTML-MathML; # Sm (⫁) SUBSET WITH MULTIPLICATION SIGN BELOW
2AC2;R;supmult;HTML-MathML; # Sm (⫂) SUPERSET WITH MULTIPLICATION SIGN BELOW
2AC3;R;subedot;HTML-MathML; # Sm (⫃) SUBSET OF OR EQUAL TO WITH DOT ABOVE
2AC4;R;supedot;HTML-MathML; # Sm (⫄) SUPERSET OF OR EQUAL TO WITH DOT ABOVE
2AC5;R;subE subseteqq;HTML-MathML; # Sm (⫅) SUBSET OF ABOVE EQUALS SIGN
2AC6;R;supE supseteqq;HTML-MathML; # Sm (⫆) SUPERSET OF ABOVE EQUALS SIGN
2AC7;R;subsim;HTML-MathML; # Sm (⫇) SUBSET OF ABOVE TILDE OPERATOR
2AC8;R;supsim;HTML-MathML; # Sm (⫈) SUPERSET OF ABOVE TILDE OPERATOR
2AC9;R;;; # Sm (⫉) SUBSET OF ABOVE ALMOST EQUAL TO
2ACA;R;;; # Sm (⫊) SUPERSET OF ABOVE ALMOST EQUAL TO
2ACB;R;subnE subsetneqq;HTML-MathML; # Sm (⫋) SUBSET OF ABOVE NOT EQUAL TO
2ACC;R;supnE supsetneqq;HTML-MathML; # Sm (⫌) SUPERSET OF ABOVE NOT EQUAL TO
2ACD;R;;; # Sm (⫍) SQUARE LEFT OPEN BOX OPERATOR
2ACE;R;;; # Sm (⫎) SQUARE RIGHT OPEN BOX OPERATOR
2ACF;R;csub;HTML-MathML; # Sm (⫏) CLOSED SUBSET
2AD0;R;csup;HTML-MathML; # Sm (⫐) CLOSED SUPERSET
2AD1;R;csube;HTML-MathML; # Sm (⫑) CLOSED SUBSET OR EQUAL TO
2AD2;R;csupe;HTML-MathML; # Sm (⫒) CLOSED SUPERSET OR EQUAL TO
2AD3;R;subsup;HTML-MathML; # Sm (⫓) SUBSET ABOVE SUPERSET
2AD4;R;supsub;HTML-MathML; # Sm (⫔) SUPERSET ABOVE SUBSET
2AD5;R;subsub;HTML-MathML; # Sm (⫕) SUBSET ABOVE SUBSET
2AD6;R;supsup;HTML-MathML; # Sm (⫖) SUPERSET ABOVE SUPERSET
2AD7;R;suphsub;HTML-MathML; # Sm (⫗) SUPERSET BESIDE SUBSET
2AD8;R;supdsub;HTML-MathML; # Sm (⫘) SUPERSET BESIDE AND JOINED BY DASH WITH SUBSET
2AD9;R;forkv;HTML-MathML; # Sm (⫙) ELEMENT OF OPENING DOWNWARDS
2ADA;R;topfork;HTML-MathML; # Sm (⫚) PITCHFORK WITH TEE TOP
2ADB;R;mlcp;HTML-MathML; # Sm (⫛) TRANSVERSAL INTERSECTION
2ADC;R;;; # Sm (⫝̸) FORKING
2ADD;R;;; # Sm (⫝) NONFORKING
2ADE;R;;; # Sm (⫞) SHORT LEFT TACK
2ADF;R;;; # Sm (⫟) SHORT DOWN TACK
2AE0;R;;; # Sm (⫠) SHORT UP TACK
2AE1;N;;; # Sm (⫡) PERPENDICULAR WITH S
2AE2;R;;; # Sm (⫢) VERTICAL BAR TRIPLE RIGHT TURNSTILE
2AE3;R;;; # Sm (⫣) DOUBLE VERTICAL BAR LEFT TURNSTILE
2AE4;R;Dashv DoubleLeftTee;HTML-MathML; # Sm (⫤) VERTICAL BAR DOUBLE LEFT TURNSTILE
2AE5;R;;; # Sm (⫥) DOUBLE VERTICAL BAR DOUBLE LEFT TURNSTILE
2AE6;R;Vdashl;HTML-MathML; # Sm (⫦) LONG DASH FROM LEFT MEMBER OF DOUBLE VERTICAL
2AE7;R;Barv;HTML-MathML; # Sm (⫧) SHORT DOWN TACK WITH OVERBAR
2AE8;R;vBar;HTML-MathML; # Sm (⫨) SHORT UP TACK WITH UNDERBAR
2AE9;R;vBarv;HTML-MathML; # Sm (⫩) SHORT UP TACK ABOVE SHORT DOWN TACK
2AEA;R;;; # Sm (⫪) DOUBLE DOWN TACK
2AEB;R;Vbar;HTML-MathML; # Sm (⫫) DOUBLE UP TACK
2AEC;R;Not;HTML-MathML; # Sm (⫬) DOUBLE STROKE NOT SIGN
2AED;R;bNot;HTML-MathML; # Sm (⫭) REVERSED DOUBLE STROKE NOT SIGN
2AEE;R;rnmid;HTML-MathML; # Sm (⫮) DOES NOT DIVIDE WITH REVERSED NEGATION SLASH
2AEF;R;cirmid;HTML-MathML; # Sm (⫯) VERTICAL LINE WITH CIRCLE ABOVE
2AF0;R;midcir;HTML-MathML; # Sm (⫰) VERTICAL LINE WITH CIRCLE BELOW
2AF1;N;topcir;HTML-MathML; # Sm (⫱) DOWN TACK WITH CIRCLE BELOW
2AF2;R;nhpar;HTML-MathML; # Sm (⫲) PARALLEL WITH HORIZONTAL STROKE
2AF3;R;parsim;HTML-MathML; # Sm (⫳) PARALLEL WITH TILDE OPERATOR
2AF4;B;;; # Sm (⫴) TRIPLE VERTICAL BAR BINARY RELATION
2AF5;B;;; # Sm (⫵) TRIPLE VERTICAL BAR WITH HORIZONTAL STROKE
2AF6;B;;; # Sm (⫶) TRIPLE COLON OPERATOR
2AF7;R;;; # Sm (⫷) TRIPLE NESTED LESS-THAN
2AF8;R;;; # Sm (⫸) TRIPLE NESTED GREATER-THAN
2AF9;R;;; # Sm (⫹) DOUBLE-LINE SLANTED LESS-THAN OR EQUAL TO
2AFA;R;;; # Sm (⫺) DOUBLE-LINE SLANTED GREATER-THAN OR EQUAL TO
2AFB;B;;; # Sm (⫻) TRIPLE SOLIDUS BINARY RELATION
2AFC;L;;; # Sm (⫼) LARGE TRIPLE VERTICAL BAR OPERATOR
2AFD;B;parsl;HTML-MathML; # Sm (⫽) DOUBLE SOLIDUS OPERATOR
2AFE;B;;; # Sm (⫾) WHITE VERTICAL BAR
2AFF;L;;; # Sm (⫿) N-ARY WHITE VERTICAL BAR
2B00;R;;; # So (⬀) NORTH EAST WHITE ARROW
2B01;R;;; # So (⬁) NORTH WEST WHITE ARROW
2B02;R;;; # So (⬂) SOUTH EAST WHITE ARROW
2B03;R;;; # So (⬃) SOUTH WEST WHITE ARROW
2B04;R;;; # So (⬄) LEFT RIGHT WHITE ARROW
2B05;R;;; # So (⬅) LEFTWARDS BLACK ARROW
2B06;R;;; # So (⬆) UPWARDS BLACK ARROW
2B07;R;;; # So (⬇) DOWNWARDS BLACK ARROW
2B08;R;;; # So (⬈) NORTH EAST BLACK ARROW
2B09;R;;; # So (⬉) NORTH WEST BLACK ARROW
2B0A;R;;; # So (⬊) SOUTH EAST BLACK ARROW
2B0B;R;;; # So (⬋) SOUTH WEST BLACK ARROW
2B0C;R;;; # So (⬌) LEFT RIGHT BLACK ARROW
2B0D;R;;; # So (⬍) UP DOWN BLACK ARROW
2B0E;R;;; # So (⬎) RIGHTWARDS ARROW WITH TIP DOWNWARDS
2B0F;R;;; # So (⬏) RIGHTWARDS ARROW WITH TIP UPWARDS
2B10;R;;; # So (⬐) LEFTWARDS ARROW WITH TIP DOWNWARDS
2B11;R;;; # So (⬑) LEFTWARDS ARROW WITH TIP UPWARDS
2B12;N;;; # So (⬒) SQUARE WITH TOP HALF BLACK
2B13;N;;; # So (⬓) SQUARE WITH BOTTOM HALF BLACK
2B14;N;;; # So (⬔) SQUARE WITH UPPER RIGHT DIAGONAL HALF BLACK
2B15;N;;; # So (⬕) SQUARE WITH LOWER LEFT DIAGONAL HALF BLACK
2B16;N;;; # So (⬖) DIAMOND WITH LEFT HALF BLACK
2B17;N;;; # So (⬗) DIAMOND WITH RIGHT HALF BLACK
2B18;N;;; # So (⬘) DIAMOND WITH TOP HALF BLACK
2B19;N;;; # So (⬙) DIAMOND WITH BOTTOM HALF BLACK
2B1B;N;;; # So (⬛) BLACK LARGE SQUARE
2B1C;N;;; # So (⬜) WHITE LARGE SQUARE
2B1D;N;;; # So (⬝) BLACK VERY SMALL SQUARE
2B1E;N;;; # So (⬞) WHITE VERY SMALL SQUARE
2B1F;N;;; # So (⬟) BLACK PENTAGON
2B20;N;;; # So (⬠) WHITE PENTAGON
2B21;N;;; # So (⬡) WHITE HEXAGON
2B22;N;;; # So (⬢) BLACK HEXAGON
2B23;N;;; # So (⬣) HORIZONTAL BLACK HEXAGON
2B24;N;;; # So (⬤) BLACK LARGE CIRCLE
2B25;N;;; # So (⬥) BLACK MEDIUM DIAMOND
2B26;N;;; # So (⬦) WHITE MEDIUM DIAMOND
2B27;N;;; # So (⬧) BLACK MEDIUM LOZENGE
2B28;N;;; # So (⬨) WHITE MEDIUM LOZENGE
2B29;N;;; # So (⬩) BLACK SMALL DIAMOND
2B2A;N;;; # So (⬪) BLACK SMALL LOZENGE
2B2B;N;;; # So (⬫) WHITE SMALL LOZENGE
2B2C;N;;; # So (⬬) BLACK HORIZONTAL ELLIPSE
2B2D;N;;; # So (⬭) WHITE HORIZONTAL ELLIPSE
2B2E;N;;; # So (⬮) BLACK VERTICAL ELLIPSE
2B2F;N;;; # So (⬯) WHITE VERTICAL ELLIPSE
2B30;R;;; # Sm (⬰) LEFT ARROW WITH SMALL CIRCLE
2B31;R;;; # Sm (⬱) THREE LEFTWARDS ARROWS
2B32;R;;; # Sm (⬲) LEFT ARROW WITH CIRCLED PLUS
2B33;R;;; # Sm (⬳) LONG LEFTWARDS SQUIGGLE ARROW
2B34;R;;; # Sm (⬴) LEFTWARDS TWO-HEADED ARROW WITH VERTICAL STROKE
2B35;R;;; # Sm (⬵) LEFTWARDS TWO-HEADED ARROW WITH DOUBLE VERTICAL STROKE
2B36;R;;; # Sm (⬶) LEFTWARDS TWO-HEADED ARROW FROM BAR
2B37;R;;; # Sm (⬷) LEFTWARDS TWO-HEADED TRIPLE DASH ARROW
2B38;R;;; # Sm (⬸) LEFTWARDS ARROW WITH DOTTED STEM
2B39;R;;; # Sm (⬹) LEFTWARDS ARROW WITH TAIL WITH VERTICAL STROKE
2B3A;R;;; # Sm (⬺) LEFTWARDS ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE
2B3B;R;;; # Sm (⬻) LEFTWARDS TWO-HEADED ARROW WITH TAIL
2B3C;R;;; # Sm (⬼) LEFTWARDS TWO-HEADED ARROW WITH TAIL WITH VERTICAL STROKE
2B3D;R;;; # Sm (⬽) LEFTWARDS TWO-HEADED ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE
2B3E;R;;; # Sm (⬾) LEFTWARDS ARROW THROUGH X
2B3F;R;;; # Sm (⬿) WAVE ARROW POINTING DIRECTLY LEFT
2B40;R;;; # Sm (⭀) EQUALS SIGN ABOVE LEFTWARDS ARROW
2B41;R;;; # Sm (⭁) REVERSE TILDE OPERATOR ABOVE LEFTWARDS ARROW
2B42;R;;; # Sm (⭂) LEFTWARDS ARROW ABOVE REVERSE ALMOST EQUAL TO
2B43;R;;; # Sm (⭃) RIGHTWARDS ARROW THROUGH GREATER-THAN
2B44;R;;; # Sm (⭄) RIGHTWARDS ARROW THROUGH SUPERSET
2B45;R;;; # So (⭅) LEFTWARDS QUADRUPLE ARROW
2B46;R;;; # So (⭆) RIGHTWARDS QUADRUPLE ARROW
2B47;R;;; # Sm (⭇) REVERSE TILDE OPERATOR ABOVE RIGHTWARDS ARROW
2B48;R;;; # Sm (⭈) RIGHTWARDS ARROW ABOVE REVERSE ALMOST EQUAL TO
2B49;R;;; # Sm (⭉) TILDE OPERATOR ABOVE LEFTWARDS ARROW
2B4A;R;;; # Sm (⭊) LEFTWARDS ARROW ABOVE ALMOST EQUAL TO
2B4B;R;;; # Sm (⭋) LEFTWARDS ARROW ABOVE REVERSE TILDE OPERATOR
2B4C;R;;; # Sm (⭌) RIGHTWARDS ARROW ABOVE REVERSE TILDE OPERATOR
2B50;N;;; # So (⭐) WHITE MEDIUM STAR
2B51;N;;; # So (⭑) BLACK SMALL STAR
2B52;N;;; # So (⭒) WHITE SMALL STAR
2B53;N;;; # So (⭓) BLACK RIGHT-POINTING PENTAGON
2B54;N;;; # So (⭔) WHITE RIGHT-POINTING PENTAGON
2B95;R;;; # So (⮕) RIGHTWARDS BLACK ARROW
2B96;R;;; # So (⮖) EQUALS SIGN WITH INFINITY ABOVE
2BC2;N;;; # So (⯂) TURNED BLACK PENTAGON
2BC3;N;;; # So (⯃) HORIZONTAL BLACK OCTAGON
2BC4;N;;; # So (⯄) BLACK OCTAGON
2BC5;N;;; # So (⯅) BLACK MEDIUM UP-POINTING TRIANGLE CENTRED
2BC6;N;;; # So (⯆) BLACK MEDIUM DOWN-POINTING TRIANGLE CENTRED
2BC7;N;;; # So (⯇) BLACK MEDIUM LEFT-POINTING TRIANGLE CENTRED
2BC8;N;;; # So (⯈) BLACK MEDIUM RIGHT-POINTING TRIANGLE CENTRED
2BCA;N;;; # So (⯊) TOP HALF BLACK CIRCLE
2BCB;N;;; # So (⯋) BOTTOM HALF BLACK CIRCLE
2BF9;R;;; # So (⯹) EQUALS SIGN WITH INFINITY BELOW
3008;X;;;(deprecated for math use) # Ps (〈) LEFT ANGLE BRACKET
3009;X;;;(deprecated for math use) # Pe (〉) RIGHT ANGLE BRACKET
#3014;O;;;left broken bracket # 
#3015;C;;;right broken bracket # 
#3018;O;;; # 
#3019;C;;; # 
301A;X;;;(deprecated for math use) # Ps (〚) LEFT WHITE SQUARE BRACKET
301B;X;;;(deprecated for math use) # Pe (〛) RIGHT WHITE SQUARE BRACKET
306E;N;;; # Lo (の) HIRAGANA LETTER NO
FB29;X;;;(doesn't have cross shape) # Sm (﬩) HEBREW LETTER ALTERNATIVE PLUS SIGN
FE00;D;;; # Mn (︀) VARIATION SELECTOR-1
#FE35;;;;(deprecated for math use) # 
#FE36;;;;(deprecated for math use) # 
#FE37;;;;(deprecated for math use) # 
#FE38;;;;(deprecated for math use) # 
FE61;X;;;("small" compatibility variants of ASCII math operators) # Po (﹡) SMALL ASTERISK
FE62;X;;;("small" compatibility variants of ASCII math operators) # Sm (﹢) SMALL PLUS SIGN
FE63;X;;;("small" compatibility variants of ASCII math operators) # Pd (﹣) SMALL HYPHEN-MINUS
FE64;X;;;("small" compatibility variants of ASCII math operators) # Sm (﹤) SMALL LESS-THAN SIGN
FE65;X;;;("small" compatibility variants of ASCII math operators) # Sm (﹥) SMALL GREATER-THAN SIGN
FE66;X;;;("small" compatibility variants of ASCII math operators) # Sm (﹦) SMALL EQUALS SIGN
FE68;X;;;("small" compatibility variants of ASCII math operators) # Po (﹨) SMALL REVERSE SOLIDUS
FF0B;X;;;("wide" compatibility variant of ASCII math operators) # Sm (＋) FULLWIDTH PLUS SIGN
FF1C;X;;;("wide" compatibility variant of ASCII math operators) # Sm (＜) FULLWIDTH LESS-THAN SIGN
FF1D;X;;;("wide" compatibility variant of ASCII math operators) # Sm (＝) FULLWIDTH EQUALS SIGN
FF1E;X;;;("wide" compatibility variant of ASCII math operators) # Sm (＞) FULLWIDTH GREATER-THAN SIGN
FF3C;X;;;("wide" compatibility variant of ASCII math operators) # Po (＼) FULLWIDTH REVERSE SOLIDUS
FF3E;X;;;("wide" compatibility variant of ASCII math operators) # Sk (＾) FULLWIDTH CIRCUMFLEX ACCENT
FF5C;X;;;("wide" compatibility variant of ASCII math operators) # Sm (｜) FULLWIDTH VERTICAL LINE
FF5E;X;;;("wide" compatibility variant of math operators) # Sm (～) FULLWIDTH TILDE
FFE2;X;;;("wide" compatibility variant of ASCII math operators) # Sm (￢) FULLWIDTH NOT SIGN
FFE9;X;;;("wide" compatibility variants of arrows) # Sm (￩) HALFWIDTH LEFTWARDS ARROW
FFEA;X;;;("wide" compatibility variants of arrows) # Sm (￪) HALFWIDTH UPWARDS ARROW
FFEB;X;;;("wide" compatibility variants of arrows) # Sm (￫) HALFWIDTH RIGHTWARDS ARROW
FFEC;X;;;("wide" compatibility variants of arrows) # Sm (￬) HALFWIDTH DOWNWARDS ARROW
1D400;A;;; # Lu (𝐀) MATHEMATICAL BOLD CAPITAL A
1D401;A;;; # Lu (𝐁) MATHEMATICAL BOLD CAPITAL B
1D402;A;;; # Lu (𝐂) MATHEMATICAL BOLD CAPITAL C
1D403;A;;; # Lu (𝐃) MATHEMATICAL BOLD CAPITAL D
1D404;A;;; # Lu (𝐄) MATHEMATICAL BOLD CAPITAL E
1D405;A;;; # Lu (𝐅) MATHEMATICAL BOLD CAPITAL F
1D406;A;;; # Lu (𝐆) MATHEMATICAL BOLD CAPITAL G
1D407;A;;; # Lu (𝐇) MATHEMATICAL BOLD CAPITAL H
1D408;A;;; # Lu (𝐈) MATHEMATICAL BOLD CAPITAL I
1D409;A;;; # Lu (𝐉) MATHEMATICAL BOLD CAPITAL J
1D40A;A;;; # Lu (𝐊) MATHEMATICAL BOLD CAPITAL K
1D40B;A;;; # Lu (𝐋) MATHEMATICAL BOLD CAPITAL L
1D40C;A;;; # Lu (𝐌) MATHEMATICAL BOLD CAPITAL M
1D40D;A;;; # Lu (𝐍) MATHEMATICAL BOLD CAPITAL N
1D40E;A;;; # Lu (𝐎) MATHEMATICAL BOLD CAPITAL O
1D40F;A;;; # Lu (𝐏) MATHEMATICAL BOLD CAPITAL P
1D410;A;;; # Lu (𝐐) MATHEMATICAL BOLD CAPITAL Q
1D411;A;;; # Lu (𝐑) MATHEMATICAL BOLD CAPITAL R
1D412;A;;; # Lu (𝐒) MATHEMATICAL BOLD CAPITAL S
1D413;A;;; # Lu (𝐓) MATHEMATICAL BOLD CAPITAL T
1D414;A;;; # Lu (𝐔) MATHEMATICAL BOLD CAPITAL U
1D415;A;;; # Lu (𝐕) MATHEMATICAL BOLD CAPITAL V
1D416;A;;; # Lu (𝐖) MATHEMATICAL BOLD CAPITAL W
1D417;A;;; # Lu (𝐗) MATHEMATICAL BOLD CAPITAL X
1D418;A;;; # Lu (𝐘) MATHEMATICAL BOLD CAPITAL Y
1D419;A;;; # Lu (𝐙) MATHEMATICAL BOLD CAPITAL Z
1D41A;A;;; # Ll (𝐚) MATHEMATICAL BOLD SMALL A
1D41B;A;;; # Ll (𝐛) MATHEMATICAL BOLD SMALL B
1D41C;A;;; # Ll (𝐜) MATHEMATICAL BOLD SMALL C
1D41D;A;;; # Ll (𝐝) MATHEMATICAL BOLD SMALL D
1D41E;A;;; # Ll (𝐞) MATHEMATICAL BOLD SMALL E
1D41F;A;;; # Ll (𝐟) MATHEMATICAL BOLD SMALL F
1D420;A;;; # Ll (𝐠) MATHEMATICAL BOLD SMALL G
1D421;A;;; # Ll (𝐡) MATHEMATICAL BOLD SMALL H
1D422;A;;; # Ll (𝐢) MATHEMATICAL BOLD SMALL I
1D423;A;;; # Ll (𝐣) MATHEMATICAL BOLD SMALL J
1D424;A;;; # Ll (𝐤) MATHEMATICAL BOLD SMALL K
1D425;A;;; # Ll (𝐥) MATHEMATICAL BOLD SMALL L
